date	hour	hour_dec	time_row	I	Tdb	rh	wind 	Patm	mdot_a
26_08_2021	8	8	1352	77.8	14.8	74	3.2	97670	0.2
26_08_2021	9	9	1353	166.7	13.5	90	4.1	97680	0.2
26_08_2021	10	10	1354	133.3	13.9	92	3.6	97700	0.2
26_08_2021	11	11	1355	319.4	14.1	89	4.7	97700	0.2
26_08_2021	12	12	1356	372.2	15	76	4.2	97680	0.2
26_08_2021	13	13	1357	536.1	16.7	68	4.2	97660	0.2
26_08_2021	14	14	1358	386.1	17.3	64	4.7	97620	0.2
26_08_2021	15	15	1359	144.4	16.8	65	4.3	97610	0.2
26_08_2021	16	16	1360	161.1	16.3	68	4.6	97610	0.2
26_08_2021	17	17	1361	102.8	16.6	62	3.4	97600	0.2
26_08_2021	18	18	1362	22.2	16.3	61	4.3	97610	0.2
26_08_2021	19	19	1363	0.0	14.7	76	2.7	97680	0.2
26_08_2021	20	20	1364	0.0	13.8	78	2.8	97720	0.2
26_08_2021	21	21	1365	0.0	13.6	76	3.5	97730	0.2
26_08_2021	22	22	1366	0.0	13.1	77	3.8	97740	0.2
26_08_2021	23	23	1367	0.0	12.5	80	4.2	97740	0.2
27_08_2021	0	0	1368	0.0	13.1	80	3.6	97750	0.2
27_08_2021	1	1	1369	0.0	13	82	1.7	97740	0.2
27_08_2021	2	2	1370	0.0	13.1	83	2.2	97750	0.2
27_08_2021	3	3	1371	0.0	13	85	2.3	97750	0.2
27_08_2021	4	4	1372	0.0	12.8	87	2.6	97740	0.2
27_08_2021	5	5	1373	11.1	12.6	88	3.2	97780	0.2
27_08_2021	6	6	1374	86.1	12.7	89	3.6	97830	0.2
27_08_2021	7	7	1375	283.3	13.3	80	3.8	97860	0.2
27_08_2021	8	8	1376	377.8	14.2	72	3.6	97890	0.2
27_08_2021	9	9	1377	533.3	15.7	67	3.9	97910	0.2
27_08_2021	10	10	1378	566.7	15.2	66	4.6	97930	0.2
27_08_2021	11	11	1379	211.1	15.3	63	4.3	97910	0.2
27_08_2021	12	12	1380	294.4	16.1	62	4.6	97910	0.2
27_08_2021	13	13	1381	594.4	16.5	59	5.5	97920	0.2
27_08_2021	14	14	1382	475.0	17.2	57	5.2	97910	0.2
27_08_2021	15	15	1383	511.1	17.2	57	5.1	97880	0.2
27_08_2021	16	16	1384	233.3	17.5	56	4.4	97880	0.2
27_08_2021	17	17	1385	86.1	16.8	59	4.2	97880	0.2
27_08_2021	18	18	1386	5.6	16.3	63	4.6	97890	0.2
27_08_2021	19	19	1387	0.0	15.4	69	4.1	97950	0.2
27_08_2021	20	20	1388	0.0	14.1	81	3.9	97990	0.2
27_08_2021	21	21	1389	0.0	13.4	87	3	97970	0.2
27_08_2021	22	22	1390	0.0	13.8	84	3.7	97960	0.2
27_08_2021	23	23	1391	0.0	13.8	83	3.1	97960	0.2
28_08_2021	0	0	1392	0.0	13.7	84	3.4	97960	0.2
28_08_2021	1	1	1393	0.0	13.5	85	3.9	97950	0.2
28_08_2021	2	2	1394	0.0	13.4	85	4.1	97940	0.2
28_08_2021	3	3	1395	0.0	13.1	87	3.9	97940	0.2
28_08_2021	4	4	1396	0.0	13	88	4	97930	0.2
28_08_2021	5	5	1397	8.3	12.6	92	3.2	97940	0.2
28_08_2021	6	6	1398	63.9	12.9	90	3.3	97980	0.2
28_08_2021	7	7	1399	133.3	13.2	88	3.2	97990	0.2
28_08_2021	8	8	1400	183.3	13.6	81	3.1	97990	0.2
28_08_2021	9	9	1401	188.9	14.1	77	2.9	98000	0.2
28_08_2021	10	10	1402	161.1	13.8	78	3.1	98040	0.2
28_08_2021	11	11	1403	447.2	14	80	2.4	98030	0.2
28_08_2021	12	12	1404	441.7	15.1	67	2.1	98040	0.2
28_08_2021	13	13	1405	541.7	16.3	63	1.8	98020	0.2
28_08_2021	14	14	1406	466.7	16.5	62	3.4	98000	0.2
28_08_2021	15	15	1407	283.3	16.9	65	3.6	97990	0.2
28_08_2021	16	16	1408	55.6	15.5	70	4.5	98020	0.2
28_08_2021	17	17	1409	116.7	15.2	72	4.3	98020	0.2
28_08_2021	18	18	1410	27.8	14.4	75	3.9	98050	0.2
28_08_2021	19	19	1411	0.0	13.5	81	3	98100	0.2
28_08_2021	20	20	1412	0.0	12.9	83	2.8	98140	0.2
28_08_2021	21	21	1413	0.0	12.9	83	2.6	98130	0.2
28_08_2021	22	22	1414	0.0	12.7	83	2.4	98130	0.2
28_08_2021	23	23	1415	0.0	12.5	85	1.4	98110	0.2
29_08_2021	0	0	1416	0.0	12.3	87	1.1	98080	0.2
29_08_2021	1	1	1417	0.0	12.3	88	1.2	98050	0.2
29_08_2021	2	2	1418	0.0	12.5	89	1	98020	0.2
29_08_2021	3	3	1419	0.0	12.4	92	0.9	98000	0.2
29_08_2021	4	4	1420	0.0	12	96	1.2	97980	0.2
29_08_2021	5	5	1421	2.8	11.8	97	2.2	97950	0.2
29_08_2021	6	6	1422	22.2	11.9	98	1.8	97950	0.2
29_08_2021	7	7	1423	61.1	12	96	1.9	97930	0.2
29_08_2021	8	8	1424	83.3	12	97	3	97920	0.2
29_08_2021	9	9	1425	122.2	12.3	97	2.9	97920	0.2
29_08_2021	10	10	1426	152.8	13.1	97	2.1	97920	0.2
29_08_2021	11	11	1427	152.8	14.2	94	1.8	97900	0.2
29_08_2021	12	12	1428	250.0	15	89	4.8	97900	0.2
29_08_2021	13	13	1429	152.8	14.3	90	5.9	97900	0.2
29_08_2021	14	14	1430	152.8	14.1	94	5.2	97910	0.2
29_08_2021	15	15	1431	111.1	14.1	94	4.9	97900	0.2
29_08_2021	16	16	1432	55.6	13.7	94	4.9	97900	0.2
29_08_2021	17	17	1433	16.7	13.7	94	4.3	97890	0.2
29_08_2021	18	18	1434	5.6	13.7	93	4.2	97900	0.2
29_08_2021	19	19	1435	0.0	13.6	94	4	97920	0.2
29_08_2021	20	20	1436	0.0	13.6	94	3.6	97920	0.2
29_08_2021	21	21	1437	0.0	13.5	95	4	97900	0.2
29_08_2021	22	22	1438	0.0	13.4	96	3.8	97880	0.2
29_08_2021	23	23	1439	0.0	13.5	96	4.2	97870	0.2
30_08_2021	0	0	1440	0.0	13.6	96	3.7	97850	0.2
30_08_2021	1	1	1441	0.0	13.7	95	4.4	97830	0.2
30_08_2021	2	2	1442	0.0	13.8	94	4.3	97800	0.2
30_08_2021	3	3	1443	0.0	13.5	95	4.4	97780	0.2
30_08_2021	4	4	1444	0.0	13.6	95	5.4	97750	0.2
30_08_2021	5	5	1445	2.8	13.8	95	5.6	97770	0.2
30_08_2021	6	6	1446	61.1	13.8	96	5.9	97790	0.2
30_08_2021	7	7	1447	163.9	14.5	93	5.2	97810	0.2
30_08_2021	8	8	1448	108.3	14.6	92	5.4	97830	0.2
30_08_2021	9	9	1449	341.7	14.7	95	5.3	97880	0.2
30_08_2021	10	10	1450	100.0	15	92	5.5	97890	0.2
30_08_2021	11	11	1451	227.8	15.1	93	3.1	97920	0.2
30_08_2021	12	12	1452	158.3	15.8	89	4.4	97940	0.2
30_08_2021	13	13	1453	172.2	14.9	94	3.8	97960	0.2
30_08_2021	14	14	1454	177.8	15.1	91	3.5	97980	0.2
30_08_2021	15	15	1455	183.3	16.4	86	2.2	97990	0.2
30_08_2021	16	16	1456	122.2	16.5	88	2.6	98010	0.2
30_08_2021	17	17	1457	72.2	16	86	3.7	98020	0.2
30_08_2021	18	18	1458	11.1	15.4	89	3.4	98050	0.2
30_08_2021	19	19	1459	0.0	15.1	93	2.9	98110	0.2
30_08_2021	20	20	1460	0.0	14.9	94	3.1	98150	0.2
30_08_2021	21	21	1461	0.0	14.8	93	3.2	98170	0.2
30_08_2021	22	22	1462	0.0	14.6	93	3.2	98180	0.2
30_08_2021	23	23	1463	0.0	14.4	93	3.1	98190	0.2
31_08_2021	0	0	1464	0.0	14.2	93	3.2	98210	0.2
31_08_2021	1	1	1465	0.0	14.2	93	3.2	98220	0.2
31_08_2021	2	2	1466	0.0	13.9	95	3.1	98240	0.2
31_08_2021	3	3	1467	0.0	13.6	95	2.7	98250	0.2
31_08_2021	4	4	1468	0.0	13.7	95	2.9	98270	0.2
31_08_2021	5	5	1469	2.8	13.6	95	2.8	98320	0.2
31_08_2021	6	6	1470	36.1	13.9	95	1.9	98380	0.2
31_08_2021	7	7	1471	141.7	14.5	90	2.4	98410	0.2
31_08_2021	8	8	1472	194.4	14.6	84	2.6	98450	0.2
31_08_2021	9	9	1473	266.7	15.2	81	2.4	98500	0.2
31_08_2021	10	10	1474	294.4	16.1	78	2.3	98530	0.2
31_08_2021	11	11	1475	322.2	16.4	76	2.3	98540	0.2
31_08_2021	12	12	1476	413.9	17.3	71	2.4	98560	0.2
31_08_2021	13	13	1477	519.4	18	69	2.1	98580	0.2
31_08_2021	14	14	1478	216.7	17.1	71	3.2	98570	0.2
31_08_2021	15	15	1479	338.9	17.9	67	2	98580	0.2
31_08_2021	16	16	1480	355.6	18.3	66	3.1	98580	0.2
31_08_2021	17	17	1481	88.9	17.7	71	3.3	98570	0.2
31_08_2021	18	18	1482	16.7	16.9	73	3.1	98600	0.2
31_08_2021	19	19	1483	0.0	15.8	79	2.8	98640	0.2
31_08_2021	20	20	1484	0.0	15.1	82	3.2	98690	0.2
31_08_2021	21	21	1485	0.0	14.2	85	3.1	98720	0.2
31_08_2021	22	22	1486	0.0	13.7	87	1.7	98760	0.2
31_08_2021	23	23	1487	0.0	13.5	87	2.1	98760	0.2
