date	hour	hour_dec	time_row	I	Tdb	rh	wind 	Patm	mdot_a
23_07_2021	4	4	532	11.1	15.9	78	1.9	98040	0.2
23_07_2021	5	5	533	111.1	16.3	79	1	98060	0.2
23_07_2021	6	6	534	255.6	17.4	71	0.9	98060	0.2
23_07_2021	7	7	535	419.4	18.6	65	1	98060	0.2
23_07_2021	8	8	536	580.6	20.7	66	0.8	98050	0.2
23_07_2021	9	9	537	711.1	22.1	59	1.4	98010	0.2
23_07_2021	10	10	538	800.0	23.8	54	1.6	97990	0.2
23_07_2021	11	11	539	850.0	24.5	49	1.6	97920	0.2
23_07_2021	12	12	540	852.8	25.2	45	1.4	97850	0.2
23_07_2021	13	13	541	780.6	26.7	46	1.7	97790	0.2
23_07_2021	14	14	542	713.9	27.3	40	1.3	97720	0.2
23_07_2021	15	15	543	594.4	27.4	40	1.7	97690	0.2
23_07_2021	16	16	544	425.0	27.3	39	1.6	97640	0.2
23_07_2021	17	17	545	261.1	27.1	40	2.1	97600	0.2
23_07_2021	18	18	546	116.7	26.2	43	2.4	97560	0.2
23_07_2021	19	19	547	13.9	24.5	51	2.4	97530	0.2
23_07_2021	20	20	548	0.0	23	59	1.8	97550	0.2
23_07_2021	21	21	549	0.0	22.4	60	0.7	97550	0.2
23_07_2021	22	22	550	0.0	21.8	63	0.9	97520	0.2
23_07_2021	23	23	551	0.0	19.6	72	0.8	97500	0.2
24_07_2021	0	0	552	0.0	19	76	0.8	97440	0.2
24_07_2021	1	1	553	0.0	18.1	79	0.6	97390	0.2
24_07_2021	2	2	554	0.0	17.2	83	1	97360	0.2
24_07_2021	3	3	555	0.0	18	78	1.3	97360	0.2
24_07_2021	4	4	556	19.4	17.3	85	1.4	97340	0.2
24_07_2021	5	5	557	36.1	17.6	83	1.1	97400	0.2
24_07_2021	6	6	558	108.3	18.7	81	0.9	97440	0.2
24_07_2021	7	7	559	155.6	20	75	1.3	97520	0.2
24_07_2021	8	8	560	116.7	20.7	71	2	97540	0.2
24_07_2021	9	9	561	452.8	21.2	73	3.3	97410	0.2
24_07_2021	10	10	562	658.3	24	57	3	97440	0.2
24_07_2021	11	11	563	700.0	26	53	4.6	97390	0.2
24_07_2021	12	12	564	497.2	25.8	47	4.3	97370	0.2
24_07_2021	13	13	565	394.4	27	48	4.6	97340	0.2
24_07_2021	14	14	566	552.8	26.9	48	3.7	97330	0.2
24_07_2021	15	15	567	402.8	27.4	46	2.3	97270	0.2
24_07_2021	16	16	568	213.9	26.2	53	3	97260	0.2
24_07_2021	17	17	569	66.7	25.6	54	2.7	97240	0.2
24_07_2021	18	18	570	25.0	24.8	58	1.6	97220	0.2
24_07_2021	19	19	571	0.0	22	74	2.3	97330	0.2
24_07_2021	20	20	572	0.0	17.6	95	3.4	97410	0.2
24_07_2021	21	21	573	0.0	17.4	97	1.6	97420	0.2
24_07_2021	22	22	574	0.0	17.8	95	1.5	97430	0.2
24_07_2021	23	23	575	0.0	18	95	3	97380	0.2
25_07_2021	0	0	576	0.0	17.9	96	2.5	97340	0.2
25_07_2021	1	1	577	0.0	18.3	95	2.7	97370	0.2
25_07_2021	2	2	578	0.0	18.2	94	2.4	97320	0.2
25_07_2021	3	3	579	0.0	17.9	96	1.3	97350	0.2
25_07_2021	4	4	580	8.3	17.8	96	1.1	97360	0.2
25_07_2021	5	5	581	27.8	17.9	96	1.2	97390	0.2
25_07_2021	6	6	582	63.9	18.1	93	0.8	97410	0.2
25_07_2021	7	7	583	363.9	19	92	1.2	97410	0.2
25_07_2021	8	8	584	294.4	20.4	83	1.3	97390	0.2
25_07_2021	9	9	585	158.3	20.6	82	1	97410	0.2
25_07_2021	10	10	586	155.6	20.8	79	0.8	97420	0.2
25_07_2021	11	11	587	138.9	19.4	89	1.7	97430	0.2
25_07_2021	12	12	588	216.7	19.9	85	2.3	97440	0.2
25_07_2021	13	13	589	325.0	19.8	79	2	97430	0.2
25_07_2021	14	14	590	375.0	20.6	75	1.8	97400	0.2
25_07_2021	15	15	591	433.3	21.8	76	1.4	97370	0.2
25_07_2021	16	16	592	447.2	22.7	61	2.6	97360	0.2
25_07_2021	17	17	593	169.4	22.2	64	3	97350	0.2
25_07_2021	18	18	594	83.3	22.2	67	1.9	97360	0.2
25_07_2021	19	19	595	8.3	20.6	75	1.4	97360	0.2
25_07_2021	20	20	596	0.0	20.3	73	1	97470	0.2
25_07_2021	21	21	597	0.0	19.9	78	2.6	97490	0.2
25_07_2021	22	22	598	0.0	19.9	75	2.9	97500	0.2
25_07_2021	23	23	599	0.0	18.4	82	2.6	97490	0.2
26_07_2021	0	0	600	0.0	17.9	84	1.9	97480	0.2
26_07_2021	1	1	601	0.0	17.2	88	2.8	97500	0.2
26_07_2021	2	2	602	0.0	16.6	90	3	97500	0.2
26_07_2021	3	3	603	0.0	16.9	89	2	97520	0.2
26_07_2021	4	4	604	8.3	16.8	88	2.6	97560	0.2
26_07_2021	5	5	605	50.0	16.6	87	2.8	97550	0.2
26_07_2021	6	6	606	188.9	17.4	84	1.8	97580	0.2
26_07_2021	7	7	607	352.8	20	73	1	97590	0.2
26_07_2021	8	8	608	572.2	22.2	66	1.3	97630	0.2
26_07_2021	9	9	609	616.7	22.5	64	2.1	97630	0.2
26_07_2021	10	10	610	700.0	23.6	58	1.6	97620	0.2
26_07_2021	11	11	611	386.1	23.9	55	2.1	97580	0.2
26_07_2021	12	12	612	186.1	24.2	56	1.6	97550	0.2
26_07_2021	13	13	613	191.7	21.9	63	3.4	97580	0.2
26_07_2021	14	14	614	225.0	22.4	65	2.3	97630	0.2
26_07_2021	15	15	615	22.2	17.6	85	4	97690	0.2
26_07_2021	16	16	616	155.6	17.8	89	1.7	97650	0.2
26_07_2021	17	17	617	136.1	18.4	88	1.3	97580	0.2
26_07_2021	18	18	618	30.6	18.1	90	2.3	97690	0.2
26_07_2021	19	19	619	22.2	17.9	92	3.2	97690	0.2
26_07_2021	20	20	620	0.0	17.7	91	3.5	97760	0.2
26_07_2021	21	21	621	0.0	16.1	86	3.8	97790	0.2
26_07_2021	22	22	622	0.0	15.9	90	3.9	97810	0.2
26_07_2021	23	23	623	0.0	16	89	1.9	97830	0.2
27_07_2021	0	0	624	0.0	15.5	92	1.7	97840	0.2
27_07_2021	1	1	625	0.0	15.5	93	2.1	97830	0.2
27_07_2021	2	2	626	0.0	15.1	94	1.7	97820	0.2
27_07_2021	3	3	627	0.0	15.7	90	2.2	97830	0.2
27_07_2021	4	4	628	13.9	15.7	91	2	97840	0.2
27_07_2021	5	5	629	108.3	15.7	90	2.1	97830	0.2
27_07_2021	6	6	630	280.6	16.6	84	2.5	97810	0.2
27_07_2021	7	7	631	372.2	18	80	2.2	97810	0.2
27_07_2021	8	8	632	522.2	20.5	77	2.1	97840	0.2
27_07_2021	9	9	633	597.2	21.6	60	1.6	97850	0.2
27_07_2021	10	10	634	805.6	22.7	62	1.5	97830	0.2
27_07_2021	11	11	635	855.6	23.9	57	1.9	97820	0.2
27_07_2021	12	12	636	463.9	23.5	57	2.4	97770	0.2
27_07_2021	13	13	637	497.2	24.3	48	1.3	97700	0.2
27_07_2021	14	14	638	408.3	24.5	50	2.2	97650	0.2
27_07_2021	15	15	639	388.9	24.6	52	2.4	97610	0.2
27_07_2021	16	16	640	177.8	24.4	54	2.2	97560	0.2
27_07_2021	17	17	641	88.9	24.6	54	2.2	97520	0.2
27_07_2021	18	18	642	47.2	24.3	57	1.9	97500	0.2
27_07_2021	19	19	643	2.8	23.7	60	1.3	97520	0.2
27_07_2021	20	20	644	0.0	21.8	69	2.5	97570	0.2
27_07_2021	21	21	645	0.0	21.3	71	3	97630	0.2
27_07_2021	22	22	646	0.0	20.5	75	3	97720	0.2
27_07_2021	23	23	647	0.0	17.9	89	3.9	97730	0.2
28_07_2021	0	0	648	0.0	17.6	94	3.5	97760	0.2
28_07_2021	1	1	649	0.0	17.5	94	1.7	97740	0.2
28_07_2021	2	2	650	0.0	17.4	88	1.9	97740	0.2
28_07_2021	3	3	651	0.0	17.2	92	1.6	97710	0.2
28_07_2021	4	4	652	11.1	16.4	95	1.5	97730	0.2
28_07_2021	5	5	653	50.0	16.8	93	0.7	97730	0.2
28_07_2021	6	6	654	80.6	17.4	94	0.7	97740	0.2
28_07_2021	7	7	655	77.8	17.5	84	1	97780	0.2
28_07_2021	8	8	656	125.0	17.8	83	1.4	97810	0.2
28_07_2021	9	9	657	275.0	17.8	82	1.9	97800	0.2
28_07_2021	10	10	658	513.9	19.1	73	3.1	97800	0.2
28_07_2021	11	11	659	508.3	19.6	72	3.4	97810	0.2
28_07_2021	12	12	660	636.1	21.1	67	2.9	97780	0.2
28_07_2021	13	13	661	533.3	21.2	62	3.3	97760	0.2
28_07_2021	14	14	662	530.6	23.8	55	3.1	97720	0.2
28_07_2021	15	15	663	297.2	22.8	54	3.3	97710	0.2
28_07_2021	16	16	664	327.8	21.9	63	4.4	97710	0.2
28_07_2021	17	17	665	116.7	22.3	60	2.5	97700	0.2
28_07_2021	18	18	666	27.8	18.5	76	4.2	97770	0.2
28_07_2021	19	19	667	8.3	19	73	2.2	97770	0.2
28_07_2021	20	20	668	0.0	17.4	84	0.9	97860	0.2
28_07_2021	21	21	669	0.0	18.8	69	1.4	97880	0.2
28_07_2021	22	22	670	0.0	18	76	2.2	97880	0.2
28_07_2021	23	23	671	0.0	17.6	76	2.9	97860	0.2
29_07_2021	0	0	672	0.0	17	77	2.6	97830	0.2
29_07_2021	1	1	673	0.0	17.3	71	2.3	97830	0.2
29_07_2021	2	2	674	0.0	15.8	79	2.2	97800	0.2
29_07_2021	3	3	675	0.0	15.6	82	2.8	97820	0.2
29_07_2021	4	4	676	11.1	15.7	82	2.5	97830	0.2
29_07_2021	5	5	677	86.1	15.8	80	2.6	97850	0.2
29_07_2021	6	6	678	200.0	18.6	70	2.3	97850	0.2
29_07_2021	7	7	679	377.8	19.2	68	2.7	97870	0.2
29_07_2021	8	8	680	341.7	20.4	60	3.3	97880	0.2
29_07_2021	9	9	681	405.6	20.4	60	3.2	97870	0.2
29_07_2021	10	10	682	625.0	20.9	54	4.1	97880	0.2
29_07_2021	11	11	683	761.1	22	48	4.1	97840	0.2
29_07_2021	12	12	684	613.9	22.8	49	4.4	97800	0.2
29_07_2021	13	13	685	750.0	23.6	50	4	97780	0.2
29_07_2021	14	14	686	600.0	23.8	46	3.2	97720	0.2
29_07_2021	15	15	687	491.7	24	47	4.3	97690	0.2
29_07_2021	16	16	688	438.9	23.6	48	3.8	97680	0.2
29_07_2021	17	17	689	261.1	23.3	49	4.4	97650	0.2
29_07_2021	18	18	690	113.9	22.1	52	3.8	97650	0.2
29_07_2021	19	19	691	11.1	20.7	57	3	97650	0.2
29_07_2021	20	20	692	0.0	19	64	2.4	97700	0.2
29_07_2021	21	21	693	0.0	18.1	68	2.3	97710	0.2
29_07_2021	22	22	694	0.0	17.6	70	1.9	97700	0.2
29_07_2021	23	23	695	0.0	16.8	75	1.1	97690	0.2
30_07_2021	0	0	696	0.0	15.8	79	1.1	97680	0.2
30_07_2021	1	1	697	0.0	14.4	88	1.4	97670	0.2
30_07_2021	2	2	698	0.0	14.4	88	2.1	97660	0.2
30_07_2021	3	3	699	0.0	13.7	92	3.3	97640	0.2
30_07_2021	4	4	700	13.9	12.8	94	1.7	97600	0.2
30_07_2021	5	5	701	102.8	14.2	88	2.8	97600	0.2
30_07_2021	6	6	702	261.1	15.7	79	3.3	97600	0.2
30_07_2021	7	7	703	430.6	18	71	2.5	97570	0.2
30_07_2021	8	8	704	586.1	20	66	2.6	97540	0.2
30_07_2021	9	9	705	708.3	22.1	60	1.7	97520	0.2
30_07_2021	10	10	706	713.9	24.1	52	2.6	97490	0.2
30_07_2021	11	11	707	538.9	24.3	50	2.4	97430	0.2
30_07_2021	12	12	708	800.0	25.9	50	2.5	97380	0.2
30_07_2021	13	13	709	780.6	26.3	48	2.3	97320	0.2
30_07_2021	14	14	710	727.8	25.7	49	3.1	97220	0.2
30_07_2021	15	15	711	586.1	26.9	50	2.2	97200	0.2
30_07_2021	16	16	712	252.8	25.9	53	3.4	97190	0.2
30_07_2021	17	17	713	41.7	24.8	55	3.5	97220	0.2
30_07_2021	18	18	714	61.1	21.5	74	3	97240	0.2
30_07_2021	19	19	715	11.1	20.5	75	2.6	97270	0.2
30_07_2021	20	20	716	0.0	19.8	78	2.1	97320	0.2
30_07_2021	21	21	717	0.0	20.2	79	2.4	97340	0.2
30_07_2021	22	22	718	0.0	20.3	77	2.6	97380	0.2
30_07_2021	23	23	719	0.0	19	82	2.6	97440	0.2
31_07_2021	0	0	720	0.0	18.6	77	2.2	97480	0.2
31_07_2021	1	1	721	0.0	18.3	72	4.2	97500	0.2
31_07_2021	2	2	722	0.0	18.3	65	2.8	97500	0.2
31_07_2021	3	3	723	0.0	16.9	69	2.2	97500	0.2
31_07_2021	4	4	724	11.1	16.2	68	2	97500	0.2
31_07_2021	5	5	725	100.0	16.3	67	1.1	97530	0.2
31_07_2021	6	6	726	261.1	17.6	63	1.1	97550	0.2
31_07_2021	7	7	727	433.3	18.6	59	1.2	97560	0.2
31_07_2021	8	8	728	513.9	19.2	57	2.8	97550	0.2
31_07_2021	9	9	729	413.9	19.6	57	3.1	97540	0.2
31_07_2021	10	10	730	780.6	20.8	50	2.8	97510	0.2
31_07_2021	11	11	731	836.1	21.7	45	3.3	97490	0.2
31_07_2021	12	12	732	647.2	22.1	45	4.5	97490	0.2
31_07_2021	13	13	733	727.8	23	46	4.2	97470	0.2
31_07_2021	14	14	734	375.0	22.2	47	3.8	97450	0.2
31_07_2021	15	15	735	380.6	22.3	46	3.6	97410	0.2
31_07_2021	16	16	736	463.9	22.6	44	4.1	97380	0.2
31_07_2021	17	17	737	194.4	22	47	4.6	97390	0.2
31_07_2021	18	18	738	41.7	20.9	52	3.9	97420	0.2
31_07_2021	19	19	739	5.6	20.1	56	3.2	97380	0.2
31_07_2021	20	20	740	0.0	19.1	61	2	97410	0.2
31_07_2021	21	21	741	0.0	17.8	65	1.5	97380	0.2
31_07_2021	22	22	742	0.0	17.5	68	1	97370	0.2
31_07_2021	23	23	743	0.0	17.6	69	1.7	97360	0.2
01_08_2021	0	0	744	0.0	16.7	75	2.5	97340	0.2
01_08_2021	1	1	745	0.0	15.7	83	3	97320	0.2
01_08_2021	2	2	746	0.0	15.2	91	1.6	97320	0.2
01_08_2021	3	3	747	0.0	14.8	96	1.7	97300	0.2
01_08_2021	4	4	748	2.8	14.5	94	1.4	97330	0.2
01_08_2021	5	5	749	16.7	14.6	97	2.3	97350	0.2
01_08_2021	6	6	750	72.2	14.8	96	1.7	97320	0.2
01_08_2021	7	7	751	116.7	15.4	90	0.9	97380	0.2
01_08_2021	8	8	752	113.9	15.7	89	0.8	97410	0.2
01_08_2021	9	9	753	244.4	15.8	86	1.5	97420	0.2
01_08_2021	10	10	754	188.9	16.1	86	2.3	97460	0.2
01_08_2021	11	11	755	294.4	17.3	78	1.8	97430	0.2
01_08_2021	12	12	756	430.6	18.6	74	1.9	97410	0.2
01_08_2021	13	13	757	388.9	19.2	70	1.4	97380	0.2
01_08_2021	14	14	758	305.6	19.6	62	1.6	97390	0.2
01_08_2021	15	15	759	255.6	19.1	55	3.6	97370	0.2
01_08_2021	16	16	760	252.8	18.7	55	3.7	97460	0.2
01_08_2021	17	17	761	286.1	17.7	68	3.2	97450	0.2
01_08_2021	18	18	762	150.0	17.9	66	3.3	97490	0.2
01_08_2021	19	19	763	11.1	17.1	71	2.9	97520	0.2
01_08_2021	20	20	764	0.0	16	79	2.1	97590	0.2
01_08_2021	21	21	765	0.0	15.9	74	2.4	97600	0.2
01_08_2021	22	22	766	0.0	15.5	77	2.9	97680	0.2
01_08_2021	23	23	767	0.0	15.2	77	2.3	97700	0.2
02_08_2021	0	0	768	0.0	14.9	78	1.6	97680	0.2
02_08_2021	1	1	769	0.0	14.9	79	1.9	97720	0.2
02_08_2021	2	2	770	0.0	14.7	80	1.7	97700	0.2
02_08_2021	3	3	771	0.0	14.2	85	2.3	97730	0.2
02_08_2021	4	4	772	5.6	14.2	85	2.2	97760	0.2
02_08_2021	5	5	773	33.3	14.4	85	1.5	97810	0.2
02_08_2021	6	6	774	58.3	14.7	82	2	97820	0.2
02_08_2021	7	7	775	169.4	15.6	78	1.5	97850	0.2
02_08_2021	8	8	776	488.9	17.2	67	1.3	97860	0.2
02_08_2021	9	9	777	483.3	18.4	65	1.2	97860	0.2
02_08_2021	10	10	778	386.1	19.4	58	1.8	97830	0.2
02_08_2021	11	11	779	355.6	18.2	73	3.1	97820	0.2
02_08_2021	12	12	780	327.8	18.2	67	2.2	97840	0.2
02_08_2021	13	13	781	377.8	18.5	67	2.1	97820	0.2
02_08_2021	14	14	782	347.2	18.1	65	2.3	97800	0.2
02_08_2021	15	15	783	225.0	19.9	59	1.6	97770	0.2
02_08_2021	16	16	784	319.4	19.6	63	1.2	97780	0.2
02_08_2021	17	17	785	161.1	19.4	60	4.1	97800	0.2
02_08_2021	18	18	786	91.7	17.8	67	4.2	97840	0.2
02_08_2021	19	19	787	8.3	16.9	72	2.2	97870	0.2
02_08_2021	20	20	788	0.0	16.5	76	2.2	97920	0.2
02_08_2021	21	21	789	0.0	15.6	82	2.6	97920	0.2
02_08_2021	22	22	790	0.0	14.5	86	3.2	97940	0.2
02_08_2021	23	23	791	0.0	14.1	86	3	97940	0.2
03_08_2021	0	0	792	0.0	13.6	88	2.6	97920	0.2
03_08_2021	1	1	793	0.0	13.5	90	2.6	97870	0.2
03_08_2021	2	2	794	0.0	13.4	89	2.8	97870	0.2
03_08_2021	3	3	795	0.0	13.3	89	2.9	97830	0.2
03_08_2021	4	4	796	11.1	12.9	88	2.5	97800	0.2
03_08_2021	5	5	797	50.0	13.1	87	3.2	97800	0.2
03_08_2021	6	6	798	113.9	13.4	87	2.6	97770	0.2
03_08_2021	7	7	799	283.3	15.2	78	1.8	97780	0.2
03_08_2021	8	8	800	302.8	16.4	73	2.3	97790	0.2
03_08_2021	9	9	801	316.7	18.1	71	1.4	97800	0.2
03_08_2021	10	10	802	161.1	13.9	86	4.3	97850	0.2
03_08_2021	11	11	803	519.4	15.3	82	3.6	97820	0.2
03_08_2021	12	12	804	500.0	17	79	2.7	97750	0.2
03_08_2021	13	13	805	522.2	18.6	65	3	97660	0.2
03_08_2021	14	14	806	244.4	19.1	65	3.6	97640	0.2
03_08_2021	15	15	807	511.1	19.3	62	3.5	97610	0.2
03_08_2021	16	16	808	227.8	20	61	3.9	97580	0.2
03_08_2021	17	17	809	94.4	18.4	55	4	97630	0.2
03_08_2021	18	18	810	38.9	17.4	63	3.5	97670	0.2
03_08_2021	19	19	811	5.6	16.7	68	2.8	97690	0.2
03_08_2021	20	20	812	0.0	16.8	70	2.3	97750	0.2
03_08_2021	21	21	813	0.0	15.4	81	2.9	97780	0.2
03_08_2021	22	22	814	0.0	14.8	88	1.9	97780	0.2
03_08_2021	23	23	815	0.0	15	88	1.1	97780	0.2
04_08_2021	0	0	816	0.0	15	84	2	97770	0.2
04_08_2021	1	1	817	0.0	14.5	87	2.2	97770	0.2
04_08_2021	2	2	818	0.0	14.6	83	2.1	97760	0.2
04_08_2021	3	3	819	0.0	14.5	80	1.6	97740	0.2
04_08_2021	4	4	820	2.8	14.4	77	1.3	97750	0.2
04_08_2021	5	5	821	63.9	14.3	79	1.6	97750	0.2
04_08_2021	6	6	822	233.3	15.8	72	1.6	97780	0.2
04_08_2021	7	7	823	269.4	16.4	72	1.4	97790	0.2
04_08_2021	8	8	824	327.8	17.1	63	1	97790	0.2
04_08_2021	9	9	825	347.2	17.1	65	1.4	97780	0.2
04_08_2021	10	10	826	347.2	17.6	60	1.3	97730	0.2
04_08_2021	11	11	827	452.8	17.6	63	1.1	97690	0.2
04_08_2021	12	12	828	538.9	18.6	59	1.5	97670	0.2
04_08_2021	13	13	829	311.1	19.9	52	1.2	97640	0.2
04_08_2021	14	14	830	133.3	19.5	58	0.9	97600	0.2
04_08_2021	15	15	831	75.0	19	59	0.8	97580	0.2
04_08_2021	16	16	832	130.6	19.4	60	0.4	97560	0.2
04_08_2021	17	17	833	80.6	19.4	62	0.5	97520	0.2
04_08_2021	18	18	834	13.9	18.2	70	1.7	97520	0.2
04_08_2021	19	19	835	0.0	17.6	75	1.9	97530	0.2
04_08_2021	20	20	836	0.0	16.9	80	2	97550	0.2
04_08_2021	21	21	837	0.0	16.2	82	2	97540	0.2
04_08_2021	22	22	838	0.0	16.3	79	1.5	97580	0.2
04_08_2021	23	23	839	0.0	16	81	1.9	97580	0.2
05_08_2021	0	0	840	0.0	15.8	81	2.2	97580	0.2
05_08_2021	1	1	841	0.0	15.8	81	1.3	97550	0.2
05_08_2021	2	2	842	0.0	15.6	81	1.1	97520	0.2
05_08_2021	3	3	843	0.0	15	86	1.1	97490	0.2
05_08_2021	4	4	844	5.6	14.5	89	1.6	97480	0.2
05_08_2021	5	5	845	52.8	14.7	90	2.2	97500	0.2
05_08_2021	6	6	846	205.6	15.3	88	2	97480	0.2
05_08_2021	7	7	847	336.1	17.8	74	1.5	97470	0.2
05_08_2021	8	8	848	244.4	18.1	69	1.3	97450	0.2
05_08_2021	9	9	849	463.9	18.4	66	0.9	97440	0.2
05_08_2021	10	10	850	427.8	19.3	64	1.5	97420	0.2
05_08_2021	11	11	851	416.7	20.5	58	1.2	97360	0.2
05_08_2021	12	12	852	558.3	21.7	61	1.5	97310	0.2
05_08_2021	13	13	853	302.8	20.7	60	1.9	97250	0.2
05_08_2021	14	14	854	533.3	21.6	59	2.8	97220	0.2
05_08_2021	15	15	855	336.1	21.9	55	2.1	97210	0.2
05_08_2021	16	16	856	136.1	21.5	57	2.2	97180	0.2
05_08_2021	17	17	857	44.4	16.6	91	4.2	97200	0.2
05_08_2021	18	18	858	41.7	17.2	91	3.4	97190	0.2
05_08_2021	19	19	859	2.8	17.2	91	3	97200	0.2
05_08_2021	20	20	860	0.0	17.8	81	2.7	97210	0.2
05_08_2021	21	21	861	0.0	17.5	82	1.6	97210	0.2
05_08_2021	22	22	862	0.0	16.6	84	2.1	97190	0.2
05_08_2021	23	23	863	0.0	16.5	82	2.3	97180	0.2
06_08_2021	0	0	864	0.0	16.2	81	2.8	97160	0.2
06_08_2021	1	1	865	0.0	16	80	3.2	97120	0.2
06_08_2021	2	2	866	0.0	16.6	76	3	97100	0.2
06_08_2021	3	3	867	0.0	16.4	75	3.6	97070	0.2
06_08_2021	4	4	868	2.8	16.2	76	2.5	97050	0.2
06_08_2021	5	5	869	8.3	15.5	82	2.4	97060	0.2
06_08_2021	6	6	870	66.7	15	92	2	97070	0.2
06_08_2021	7	7	871	213.9	15.9	88	2.6	97090	0.2
06_08_2021	8	8	872	130.6	17.3	83	2	97140	0.2
06_08_2021	9	9	873	455.6	17.9	81	2.6	97180	0.2
06_08_2021	10	10	874	736.1	19.8	69	3.1	97190	0.2
06_08_2021	11	11	875	327.8	19.7	63	4.5	97210	0.2
06_08_2021	12	12	876	722.2	20.3	61	3.6	97200	0.2
06_08_2021	13	13	877	736.1	21.9	51	4.1	97160	0.2
06_08_2021	14	14	878	402.8	21.7	49	5	97140	0.2
06_08_2021	15	15	879	288.9	21.5	50	4.9	97160	0.2
06_08_2021	16	16	880	308.3	21.4	52	3.6	97190	0.2
06_08_2021	17	17	881	177.8	21.6	52	3.1	97170	0.2
06_08_2021	18	18	882	55.6	20.5	54	3.7	97180	0.2
06_08_2021	19	19	883	2.8	19.3	57	2.2	97190	0.2
06_08_2021	20	20	884	0.0	18.7	62	1.7	97230	0.2
06_08_2021	21	21	885	0.0	17.8	64	2.3	97250	0.2
06_08_2021	22	22	886	0.0	16.9	72	1.6	97250	0.2
06_08_2021	23	23	887	0.0	16.4	77	2.2	97230	0.2
07_08_2021	0	0	888	0.0	15.5	84	2.2	97220	0.2
07_08_2021	1	1	889	0.0	15.4	85	2.1	97190	0.2
07_08_2021	2	2	890	0.0	15.4	84	3.5	97140	0.2
07_08_2021	3	3	891	0.0	15.3	85	2.3	97110	0.2
07_08_2021	4	4	892	5.6	14.7	87	2.1	97080	0.2
07_08_2021	5	5	893	44.4	14.6	88	2.7	97020	0.2
07_08_2021	6	6	894	169.4	16.1	83	1.3	97040	0.2
07_08_2021	7	7	895	375.0	17.9	70	2.3	97020	0.2
07_08_2021	8	8	896	288.9	18.9	69	2.7	97040	0.2
07_08_2021	9	9	897	250.0	20.1	64	1.3	96970	0.2
07_08_2021	10	10	898	152.8	20.5	61	0.9	96970	0.2
07_08_2021	11	11	899	83.3	17.6	82	1.9	96980	0.2
07_08_2021	12	12	900	111.1	17.2	87	2.9	97030	0.2
07_08_2021	13	13	901	86.1	17.2	84	2.9	97030	0.2
07_08_2021	14	14	902	50.0	15.8	90	2.6	97050	0.2
07_08_2021	15	15	903	47.2	15.6	91	3.9	97000	0.2
07_08_2021	16	16	904	100.0	15.9	87	2.4	96990	0.2
07_08_2021	17	17	905	58.3	16.2	85	3.2	96990	0.2
07_08_2021	18	18	906	52.8	16.3	83	3.3	97020	0.2
07_08_2021	19	19	907	8.3	16.4	82	2.5	97090	0.2
07_08_2021	20	20	908	0.0	15.9	84	3.7	97080	0.2
07_08_2021	21	21	909	0.0	15.8	83	4.2	97150	0.2
07_08_2021	22	22	910	0.0	15.6	83	3.1	97220	0.2
07_08_2021	23	23	911	0.0	15.5	83	3.5	97270	0.2
08_08_2021	0	0	912	0.0	15.6	81	3.5	97290	0.2
08_08_2021	1	1	913	0.0	15.4	83	2.8	97330	0.2
08_08_2021	2	2	914	0.0	15	82	2.8	97380	0.2
08_08_2021	3	3	915	0.0	14.9	81	2.7	97400	0.2
08_08_2021	4	4	916	5.6	14.9	81	3.2	97480	0.2
08_08_2021	5	5	917	83.3	14.7	83	3.3	97540	0.2
08_08_2021	6	6	918	241.7	16.1	75	3.2	97560	0.2
08_08_2021	7	7	919	419.4	17.2	71	2.9	97610	0.2
08_08_2021	8	8	920	533.3	18.4	64	3	97630	0.2
08_08_2021	9	9	921	550.0	19.1	58	3	97650	0.2
08_08_2021	10	10	922	472.2	19.7	52	3.4	97660	0.2
08_08_2021	11	11	923	672.2	20.2	51	3.3	97670	0.2
08_08_2021	12	12	924	297.2	20	51	3.6	97700	0.2
08_08_2021	13	13	925	633.3	18.6	51	5.9	97760	0.2
08_08_2021	14	14	926	522.2	19.1	50	5.7	97810	0.2
08_08_2021	15	15	927	338.9	20.2	51	4.3	97800	0.2
08_08_2021	16	16	928	233.3	19.5	52	3.6	97860	0.2
08_08_2021	17	17	929	197.2	20.1	53	3	97900	0.2
08_08_2021	18	18	930	80.6	19.5	48	4.2	97940	0.2
08_08_2021	19	19	931	2.8	18.1	54	2.7	98020	0.2
08_08_2021	20	20	932	0.0	17.4	58	1.8	98070	0.2
08_08_2021	21	21	933	0.0	16.8	62	2	98110	0.2
08_08_2021	22	22	934	0.0	15.5	68	2	98140	0.2
08_08_2021	23	23	935	0.0	15.1	70	2.3	98170	0.2
09_08_2021	0	0	936	0.0	14.7	72	2	98190	0.2
09_08_2021	1	1	937	0.0	13.8	77	2.7	98170	0.2
09_08_2021	2	2	938	0.0	13.1	79	3.2	98180	0.2
09_08_2021	3	3	939	0.0	12.8	79	2.8	98200	0.2
09_08_2021	4	4	940	5.6	12.1	84	2.6	98200	0.2
09_08_2021	5	5	941	63.9	12	84	3.1	98200	0.2
09_08_2021	6	6	942	225.0	13.8	77	3	98220	0.2
09_08_2021	7	7	943	383.3	15.9	69	3.3	98200	0.2
09_08_2021	8	8	944	519.4	17.9	62	3.1	98220	0.2
09_08_2021	9	9	945	702.8	19.5	57	2.5	98220	0.2
09_08_2021	10	10	946	763.9	21.7	47	3	98220	0.2
